breed,animal_id,birth_month_year,animal_name,sex,sire,source_pages,source_page_count,3Pac,3Pdep,3Ptop_pct,ACABac,ACABdep,ACABtop_pct,AOLac,AOLdep,AOLtop_pct,CARac,CARdep,CARtop_pct,IMSac,IMSdep,IMStop_pct,IPPac,IPPdep,IPPtop_pct,MARac,MARdep,MARtop_pct,MGTe_COac,MGTe_COdep,MGTe_COtop_pct,MGTe_CRac,MGTe_CRdep,MGTe_CRtop_pct,MGTe_F1ac,MGTe_F1dep,MGTe_F1top_pct,MGTe_REac,MGTe_REdep,MGTe_REtop_pct,MGTeac,MGTedep,MGTetop_pct,MP120ac,MP120dep,MP120top_pct,MP210ac,MP210dep,MP210top_pct,P120ac,P120dep,P120top_pct,P210ac,P210dep,P210top_pct,P365ac,P365dep,P365top_pct,P450ac,P450dep,P450top_pct,PACac,PACdep,PACtop_pct,PE365ac,PE365dep,PE365top_pct,STAYac,STAYdep,STAYtop_pct
Nelore,REMP 602,09/18,REM HORUS GEN ADT,G,REM A149,"13,16,23,24",4,87,77.64,41,,,,96,2.44,19,,,,,,,80,-1.02,10,,,,,,,79,35.86,0.5,,,,,,,79,33.47,2,79,8.63,0.1,80,11.24,0.1,,,,94,18.81,3,,,,95,31.65,4,49,8.77,12,92,2.98,0.1,81,86.43,8
Nelore,ANP 113,07/20,BURGUES FIV,G,REM A7,13,1,84,89.59,3,,,,83,5.55,2,,,,,,,,,,,,,,,,,,,,,,,,,51,33.39,2,51,3.65,9,,,,,,,,,,,,,81,34.65,2,,,,74,1.74,3,84,92.34,4
Nelore,REMP 1486,09/21,REM LIVERPOOL FIV GEN,G,REM A2239,"13,27",2,71,93.05,1,64,0.51,9,64,6.18,0.5,,,,,,,41,-1.08,7,,,,,,,,,,,,,,,,47,33.28,2,47,2.53,21,,,,,,,,,,,,,74,35.94,2,,,,67,1.49,6,68,99.15,0.1
Nelore,MMVA 5894,12/21,CHEFE FIV DA JACAMIM,G,MMVA 2725,"13,16",2,73,82.87,18,,,,65,2.92,14,,,,,,,,,,,,,,,,47,35.66,0.5,,,,,,,47,33.26,2,47,8.17,0.1,48,11.28,0.1,,,,67,17.93,3,,,,70,29.33,6,,,,60,2.05,1,69,91.59,4
Nelore,RDM A5722,07/21,GOLDMAN MAT.,G,REMP 602,"13,23,26",3,75,82.6,19,,,,72,3.2,12,,,,,,,43,-0.93,16,,,,,,,,,,,,,,,,46,33.25,2,46,5.17,3,,,,86,10.15,4,90,18.95,3,,,,86,36.61,1,,,,79,2.31,0.5,70,95.19,2
Nelore,EAO B8217,10/21,EFICAZ DA EAO,G,SINO 1730,"13,25,27",3,72,85.45,10,66,0.58,7,66,6.51,0.5,,,,,,,46,-0.96,14,,,,,,,,,,,,,,,,50,33.17,2,50,2.9,16,,,,71,13.23,0.5,71,23.84,0.1,,,,72,33.19,3,,,,63,1.12,12,70,86.77,7
Nelore,EAO B7502,09/21,ELO FIV DA EAO (B7502,G,REM A1936,"13,18,19,23,28,29",6,71,84.68,12,66,1.43,0.1,68,4.91,3,51,-0.031,48,,,,45,-1.32,2,64,0.3,0.1,51,34.08,0.1,,,,51,36.8,0.1,,,,47,33.15,2,47,3.92,7,,,,,,,,,,,,,69,33.91,2,,,,61,2.07,1,68,89.57,5
Nelore,FANO 2729,01/20,DOLVE DA AGRONOVA,G,REM A7,"13,18,21",3,83,91.97,1,84,1.16,1,86,5.79,1,66,-0.008,62,,,,51,-1.07,8,84,0.17,3,,,,,,,66,31.53,0.5,,,,53,33.12,2,53,3.45,11,,,,,,,,,,,,,88,31.71,4,,,,80,1.71,3,80,90.1,5
Nelore,EAO B7556,09/21,ELITE DA EAO,G,REM A1936,"13,23,28",3,74,87.25,6,68,1.32,0.5,68,3.19,12,,,,,,,45,-0.97,13,,,,,,,,,,,,,,,,47,33.08,2,47,5.81,1,,,,,,,,,,,,,80,29.83,5,,,,70,2.07,1,70,89.1,5
Nelore,EAO B1143,07/19,CACADOR FIV DA EAO,G,REM 6447,"13,19,27",3,86,88.98,4,83,0.71,5,85,6.58,0.5,75,-0.073,22,,,,52,-0.84,24,82,0.2,2,75,31.51,0.5,,,,,,,,,,54,33.05,2,54,5.27,2,,,,,,,,,,,,,90,28.33,7,,,,87,1.9,2,82,88.81,6
Nelore,SINO 1871,05/19,EXTRA SINO,G,REM 8933,13,1,86,85.78,9,,,,83,3.83,8,,,,,,,,,,,,,,,,,,,,,,,,,53,33.02,2,53,5.45,2,,,,,,,,,,,,,83,32.04,3,,,,74,1.78,3,82,91.38,4
Nelore,GCGC 307,07/20,ASCOLI TE DA FURN,G,BONS 3108,13,1,86,76.07,49,,,,77,4.32,5,,,,,,,,,,,,,,,,,,,,,,,,,48,33.01,2,48,3.93,7,,,,,,,,,,,,,74,43.98,0.1,,,,65,1.95,2,84,86.86,7
Nelore,RDM A6382,09/21,A6382 MAT. (GRIFEN MA,G,RDM A3064,13,1,72,84.94,11,,,,63,6,1,,,,,,,,,,,,,,,,,,,,,,,,,47,32.99,2,47,3.37,11,,,,,,,,,,,,,66,32.71,3,,,,59,1.82,2,69,94.56,3
Nelore,FANO 2762,01/20,DIPLOMATA DA AGRONOVA,G,REM A7,"13,18,19,28",4,85,83.63,15,97,1.21,1,96,5.5,2,89,-0.13,3,,,,79,-1.02,10,95,0.11,8,89,34.82,0.1,,,,89,34.81,0.1,,,,82,32.98,2,82,2.88,16,,,,,,,,,,,,,97,33.52,3,,,,95,1.76,3,82,93.82,3
Nelore,MAX 1039,10/21,MAX EPICO FIV,G,COL 25550,13,1,51,89.14,3,,,,62,4.73,4,,,,,,,,,,,,,,,,,,,,,,,,,46,32.91,2,46,5.75,2,,,,,,,,,,,,,68,29.57,5,,,,58,1.27,9,52,99.15,0.1
Nelore,AZAP 3334,10/21,ACETATO FIV DA BELA,G,REM A1936,13,1,72,87.57,5,,,,63,4.38,5,,,,,,,,,,,,,,,,,,,,,,,,,45,32.9,2,45,3.85,8,,,,,,,,,,,,,68,32.81,3,,,,58,2.25,0.5,69,91.25,4
Nelore,REMP 726,10/18,REM HUJALA FIV GEN AD,G,REM 8933,"13,26",2,86,90.18,2,,,,87,2.63,17,,,,,,,,,,,,,,,,,,,,,,,,,59,32.84,2,59,4.49,5,,,,86,12.15,1,87,21.55,1,,,,93,39.85,0.5,,,,85,1.39,7,81,89.46,5
Nelore,REM 12719,08/22,REM MISTER GEN. ADT,G,REMP 1079,13,1,72,76.89,45,,,,61,3.87,7,,,,,,,,,,,,,,,,,,,,,,,,,42,32.8,2,42,3.65,9,,,,,,,,,,,,,65,43.55,0.1,,,,56,1.62,4,69,81.04,14
Nelore,GRI B9438,09/19,B9438 FIV DA S.NICE,G,REMC 5326,13,1,51,80.64,27,,,,71,6.01,1,,,,,,,,,,,,,,,,,,,,,,,,,40,32.74,2,54,3.37,11,,,,,,,,,,,,,76,33.59,3,,,,68,1.68,4,40,97.97,2
Nelore,BONS 3180,10/16,QUINCY BONS,G,REMC 5326,"13,16,24",3,87,86.21,8,,,,82,3.2,12,,,,,,,56,-1.31,2,,,,,,,58,35.57,0.5,,,,,,,58,32.73,2,58,7.81,0.1,57,10.73,0.1,,,,78,16.69,5,,,,86,28.45,6,34,12.47,2,77,1.27,9,83,98.25,2
Nelore,KAPO 1500,08/17,NOGARA KA,G,KAPM 1905,"13,25,26",3,84,83.18,17,,,,78,3.02,14,,,,,,,,,,,,,,,,,,,,,,,,,61,32.69,2,61,5.38,2,,,,82,15.4,0.1,83,27.82,0.1,,,,90,38.96,0.5,,,,81,1.25,9,82,74.81,26
Nelore,MMVA 4179,09/20,BRUTAL FIV DA JACAMIM,G,MMVA 1270,14,1,76,83.57,15,,,,66,4.33,5,,,,,,,,,,,,,,,,,,,,,,,,,47,32.68,2,47,3.93,7,,,,,,,,,,,,,70,33.94,2,,,,62,0.76,22,69,97.72,2
Nelore,EAO B7486,09/21,ESSENCIAL DA EAO,G,REM A1936,"14,28",2,73,91.25,2,62,1.23,0.5,64,3.78,8,,,,,,,42,-1.14,5,,,,,,,,,,,,,,,,45,32.55,2,45,2.33,24,,,,,,,,,,,,,66,39.79,0.5,,,,58,2.18,0.5,67,84.32,10
Nelore,RDM A5488,07/21,GARCIA MAT.,G,SINO 1730,14,1,73,91.03,2,,,,74,5.76,1,,,,,,,,,,,,,,,,,,,,,,,,,43,32.48,2,43,2.76,18,,,,,,,,,,,,,80,34.1,2,,,,75,1.7,3,69,80.75,15
Nelore,EAO B5278,09/20,B5278 FIV DA EAO,G,ACNP 3146,"14,18,26",3,73,85.83,9,63,1.01,2,64,3.31,11,44,-0.2,0.1,,,,,,,60,0.09,11,,,,,,,44,31.6,0.5,,,,46,32.45,2,46,2.4,23,,,,73,10.39,4,73,20.01,2,,,,77,37.34,1,,,,68,2.14,1,67,98.9,1
Nelore,AGJZ 878,07/21,JAMBU FIV DA GAROUPA,G,REMP 816,"14,28",2,73,91.86,1,64,1.51,0.1,63,3.45,10,,,,,,,42,-0.89,19,,,,,,,,,,,,,,,,45,32.45,2,45,5.76,2,,,,,,,,,,,,,69,32.04,3,,,,66,1.6,4,68,91.13,4
Nelore,GRI C585,02/20,CASSINO FIV DA S.NICE,G,LBMN D4685,"14,16,24",3,85,85.54,10,,,,87,3.35,11,,,,,,,51,-0.83,25,,,,,,,47,33.99,1,,,,,,,47,32.44,2,47,8.5,0.1,46,11.17,0.1,,,,86,12.81,13,,,,90,28.54,6,53,12.23,2,84,0.94,16,84,98.34,2
Nelore,PAU 5360,09/21,RECEIO FIV DA PAULETE,G,REM A1576,"14,26",2,73,79.59,32,,,,60,5.3,2,,,,,,,,,,,,,,,,,,,,,,,,,43,32.43,2,43,3.74,8,,,,65,12.46,1,67,21.35,1,,,,66,38.79,0.5,,,,55,1.35,8,68,83.57,11
Nelore,HORA 6160,11/21,LOOP DA HORA,G,SINO 1730,"14,17",2,73,83.05,17,62,1.16,1,63,4.94,3,,,,,,,,,,,,,,,,,,,,,,62,42.39,0.5,44,32.42,2,44,3.56,10,,,,,,,,,,,,,69,41.09,0.1,,,,60,1.58,5,67,78.52,19
Nelore,FLPE 7880,11/20,GOLF FIV DA COMETA,G,REMC 5326,14,1,73,87.12,6,,,,75,4.89,3,,,,,,,,,,,,,,,,,,,,,,,,,51,32.41,2,51,5.14,3,,,,,,,,,,,,,78,30.02,5,,,,65,1.66,4,68,97.45,2
Nelore,REMP 1513,09/21,REM LARIAT FIV GEN.AD,G,REMP 816,"14,28",2,72,85.57,9,64,1.32,0.5,65,3.98,7,,,,,,,44,-1.09,7,,,,,,,,,,,,,,,,47,32.38,2,47,4.4,5,,,,,,,,,,,,,74,36.13,2,,,,71,1.64,4,68,88.23,6
Nelore,REMP 1425,07/21,REM LUTADOR FIV GEN.A,G,REM A2239,"14,17",2,71,93,1,61,0.64,6,60,6.95,0.1,,,,,,,,,,,,,,,,,,,,,,60,42.38,0.5,42,32.36,2,42,2.39,23,,,,,,,,,,,,,67,35.2,2,,,,56,1.64,4,68,86.9,7
Nelore,MMVA 5159,10/21,COMANDER FIV DA JACAM,G,MMVA 2725,14,1,71,87.94,5,,,,65,3.35,11,,,,,,,,,,,,,,,,,,,,,,,,,48,32.34,2,48,5.8,1,,,,,,,,,,,,,68,30.78,4,,,,60,1.61,4,67,98.63,1
Nelore,EAO A8720,05/18,8720 FIV DA EAO,G,RDM 5049,14,1,85,87.27,6,,,,76,5.01,3,,,,,,,,,,,,,,,,,,,,,,,,,53,32.23,2,53,5.59,2,,,,,,,,,,,,,79,30.46,5,,,,68,0.76,22,81,93.16,3
Nelore,FGP A1608,10/20,GRAFITE FIV GUADALUPE,G,REM A1811,14,1,74,87.42,6,,,,65,4.98,3,,,,,,,,,,,,,,,,,,,,,,,,,48,32.22,2,48,5.78,2,,,,,,,,,,,,,73,32.43,3,,,,68,1.28,9,68,90.38,5
Nelore,IPB 6553,09/19,F19 FIV DA IPB,G,REMC A657,14,1,83,90.07,3,,,,83,5.85,1,,,,,,,,,,,,,,,,,,,,,,,,,53,32.21,2,53,3.18,13,,,,,,,,,,,,,87,35.03,2,,,,77,1.76,3,81,91.1,4
Nelore,RGM 6452,08/20,NEVOEIRO FIV RG,G,RGM 4376,14,1,75,93.88,0.5,,,,64,2.03,23,,,,,,,,,,,,,,,,,,,,,,,,,41,32.21,2,41,2.79,17,,,,,,,,,,,,,64,34.05,2,,,,55,1.02,14,68,98.49,2
Nelore,HORA 6190,11/21,LUTHER DA HORA,G,HORA 3986,"14,25,26",3,71,86.54,7,,,,64,5.14,3,,,,,,,,,,,,,,,,,,,,,,,,,43,32.08,3,43,2.9,16,,,,67,15.24,0.1,73,23.55,0.1,,,,71,40.56,0.5,,,,62,1.51,5,69,77.18,21
Nelore,AZAP 3282,09/21,ASSOBIO FIV DA BELA,G,COL 25550,14,1,73,92.34,1,,,,61,4.65,4,,,,,,,,,,,,,,,,,,,,,,,,,42,32.07,3,42,4.35,5,,,,,,,,,,,,,68,27.92,7,,,,56,1.62,4,68,99.07,1
Nelore,EAO B4051,07/20,D8 DA EAO,G,REM A7,"14,18,24,28,29",5,87,86.89,7,90,1.32,0.5,90,3.83,8,76,-0.043,40,,,,45,-1.51,0.5,91,0.29,0.1,,,,,,,76,32.81,0.5,,,,47,31.99,3,47,7.57,0.1,47,9.26,0.5,,,,,,,,,,95,27.03,8,59,9.36,9,86,1.8,3,80,82.36,12
Nelore,FANO 2879,08/20,ELOQUENDE DA AGRONOVA,G,BONS 3108,"14,23",2,84,75.08,53,,,,84,5.43,2,,,,,,,48,-0.75,32,,,,,,,,,,,,,,,,52,31.92,3,52,5.22,2,,,,,,,,,,,,,83,29.02,6,,,,75,2.18,0.5,83,94.49,3
Nelore,JHVM 19651,10/19,NOTAVEL FIV CAMPARINO,G,REMC 5326,"14,24",2,87,93.14,1,,,,72,3.92,7,,,,,,,47,-1.28,2,,,,,,,,,,,,,,,,51,31.92,3,51,6.28,1,49,8.96,0.5,,,,,,,,,,84,26.36,9,31,9.82,7,71,1.21,10,80,98.14,2
Nelore,RDM A3560,07/20,FEDERAL MAT.,G,REMC 8332,"14,18,19,30",4,74,87.69,5,64,0.19,22,65,6.07,1,48,-0.28,0.1,53,-0.078,72,,,,61,0.2,2,48,36.01,0.1,,,,48,32.34,0.5,,,,47,31.92,3,47,2.51,21,,,,,,,,,,,,,67,36.49,1,,,,59,1.57,5,69,86.72,7
Nelore,RDM A5969,08/21,GUAPORE MAT.,G,REMP 816,14,1,59,83.1,17,,,,65,4.07,6,,,,,,,,,,,,,,,,,,,,,,,,,50,31.8,3,50,4.15,6,,,,,,,,,,,,,69,38.29,1,,,,61,1.49,6,53,82.25,13
Nelore,GRI C3319,12/21,DESTEMIDO DA S.NICE,G,REM A1936,"14,23",2,76,89.32,3,,,,64,4.94,3,,,,,,,43,-0.92,17,,,,,,,,,,,,,,,,47,31.79,3,47,1.94,32,,,,,,,,,,,,,70,34.11,2,,,,61,2.14,1,66,84.94,9
Nelore,DIM A2066,11/21,POCHA FIV MACHADINHO,G,SINO 1730,14,1,73,85.23,10,,,,67,6.05,1,,,,,,,,,,,,,,,,,,,,,,,,,48,31.76,3,48,3.87,8,,,,,,,,,,,,,71,35.45,2,,,,62,1.5,5,66,79.85,16
Nelore,FANO 3294,12/20,ELO DA AGRONOVA,G,PAU 2753,"14,17,18,19,27,28",6,73,82.48,19,79,1.24,0.5,81,8.02,0.1,58,-0.115,5,,,,44,-0.8,28,82,0.18,2,58,40.7,0.1,,,,58,39.76,0.1,79,44.38,0.1,49,31.7,3,49,1.81,35,,,,,,,,,,,,,84,30.13,5,,,,77,1.3,8,69,87.33,7
Nelore,RDM A7202,07/22,HEZBOLLAH MAT.,G,FANO 2762,14,1,74,85.16,10,,,,66,5.09,3,,,,,,,,,,,,,,,,,,,,,,,,,47,31.69,3,47,4.37,5,,,,,,,,,,,,,69,32.96,3,,,,62,1.31,8,69,87.22,7
Nelore,FLOC 342,11/20,FAHAL OL TIMBO,G,REM A1576,"14,26",2,73,82.14,21,,,,63,3.02,14,,,,,,,,,,,,,,,,,,,,,,,,,47,31.67,3,47,3.37,11,,,,68,9.52,6,70,19.03,3,,,,71,39.97,0.5,,,,63,1.75,3,68,93.88,3
Nelore,DIM A1300,10/20,OBAMA FIV MACHADINHO,G,ACNP 3146,14,1,86,86.25,8,,,,78,5.26,2,,,,,,,,,,,,,,,,,,,,,,,,,46,31.61,3,46,2.46,22,,,,,,,,,,,,,79,33.68,3,,,,71,1.37,7,82,99.07,1
Nelore,FZNM 16842,10/20,MARATA 16842 FIV,G,REM A1811,14,1,56,94.61,0.5,,,,63,3.66,9,,,,,,,,,,,,,,,,,,,,,,,,,45,31.56,3,45,5.93,1,,,,,,,,,,,,,74,31.21,4,,,,68,1.03,14,48,89.91,5
Nelore,FBFM 11398,09/21,SHOW BATUQUE,G,FBFM 8950,14,1,72,87.43,6,,,,57,5.08,3,,,,,,,,,,,,,,,,,,,,,,,,,41,31.56,3,41,5.7,2,,,,,,,,,,,,,66,25.27,10,,,,56,1.33,8,68,97.92,2
Nelore,EDD 7627,11/20,7627 EDD DA FV,G,REMC 5326,14,1,50,84.79,11,,,,55,6.09,1,,,,,,,,,,,,,,,,,,,,,,,,,45,31.53,3,46,4.22,6,,,,,,,,,,,,,63,27.06,8,,,,57,1.52,5,45,91.24,4
Nelore,RGM 7749,11/21,OSCAR FIV RG,G,GRI B6777,14,1,75,87.45,6,,,,68,3.76,8,,,,,,,,,,,,,,,,,,,,,,,,,47,31.48,3,47,4.61,4,,,,,,,,,,,,,72,29.41,5,,,,66,1.5,5,70,92.9,3
Nelore,FVC 14840,07/20,KIEV FIV FVC,G,ACNP 3146,14,1,73,87.36,6,,,,66,3.7,9,,,,,,,,,,,,,,,,,,,,,,,,,51,31.46,3,51,4.05,7,,,,,,,,,,,,,75,32.8,3,,,,67,1.78,3,67,98.46,2
Nelore,ACNP 3165,07/17,BRUTHO J MACHADO,G,REMC 5326,"14,24",2,84,85.27,10,,,,72,3.32,11,,,,,,,48,-0.99,12,,,,,,,,,,,,,,,,52,31.45,3,52,8.39,0.1,51,11.44,0.1,,,,,,,,,,80,26.88,8,32,10.99,4,75,1.41,7,84,96.43,2
Nelore,FGP 9684,08/19,FABULOSO FIV GUADALUP,G,REMC 8053,"14,21",2,87,90.75,2,,,,93,5.84,1,,,,,,,62,-1.35,1,,,,,,,,,,,,,,,,57,31.4,3,57,3.44,11,,,,,,,,,,,,,93,33.55,3,,,,89,1.41,7,83,84.3,10
Nelore,JHVM 20573,08/20,HANOVER FIV CAMPARINO,G,JHVM 16068,"14,26",2,72,87.12,6,,,,63,4.85,3,,,,,,,,,,,,,,,,,,,,,,,,,42,31.38,3,42,0.93,63,,,,64,10.22,4,68,19.66,2,,,,68,38.8,0.5,,,,56,1.84,2,69,96.09,2
Nelore,FVCP 1710,07/21,RICO FIV FVC,G,BONS 3108,14,1,54,86.3,8,,,,66,3.99,7,,,,,,,,,,,,,,,,,,,,,,,,,47,31.37,3,50,5.75,2,,,,,,,,,,,,,69,27.66,7,,,,61,2.23,0.5,47,92.39,4
Nelore,RDM A3096,09/19,ESPARTANO MAT.,G,BONS 3108,14,1,86,80.16,29,,,,93,4.79,3,,,,,,,,,,,,,,,,,,,,,,,,,68,31.36,3,68,3.44,11,,,,,,,,,,,,,98,34.67,2,,,,93,1.09,13,83,95.27,2
Nelore,RSAN A978,10/21,ROCCO RSAN,G,BONS 3108,14,1,74,88.26,4,,,,60,4.87,3,,,,,,,,,,,,,,,,,,,,,,,,,45,31.29,3,45,4.16,6,,,,,,,,,,,,,68,32.17,3,,,,58,1.7,3,69,89.42,5
Nelore,RDM A1190,08/18,DESTINO MAT.,G,BRMG 2299,15,1,73,80.29,29,,,,65,2.86,15,,,,,,,,,,,,,,,,,,,,,,,,,47,31.23,3,47,5.47,2,,,,,,,,,,,,,72,37.82,1,,,,66,1.79,3,69,81.25,14
Nelore,EAO B6305,01/21,EXTRATO DA EAO,G,REM A1811,15,1,72,79.37,33,,,,66,4.53,4,,,,,,,,,,,,,,,,,,,,,,,,,47,31.22,3,47,6.39,0.5,,,,,,,,,,,,,70,34.46,2,,,,62,1.43,6,68,79.15,18
Nelore,FGP A2101,07/21,HEROICO FIV GUADALUPE,G,REMP 816,"15,18",2,77,89.37,3,65,1.1,1,65,4.4,5,42,-0.111,5,,,,,,,61,0.16,3,,,,,,,42,31.88,0.5,,,,46,31.16,3,46,4.14,6,,,,,,,,,,,,,67,32.04,3,,,,59,1.56,5,69,89.23,5
Nelore,REM 10846,09/19,REM INTER GEN. ADT,G,REM A192,"15,21",2,87,94.77,0.5,,,,86,4.39,5,,,,,,,53,-1.42,1,,,,,,,,,,,,,,,,53,31.14,3,53,2.64,19,,,,,,,,,,,,,89,30.06,5,,,,83,1.62,4,80,98.31,2
Nelore,FZNM 14815,11/19,MARATA 14815,G,REMC 8053,15,1,57,89.62,3,,,,60,6.55,0.5,,,,,,,,,,,,,,,,,,,,,,,,,44,31.13,3,44,2.13,28,,,,,,,,,,,,,71,37.54,1,,,,63,1.49,6,49,78.73,18
Nelore,EPCF 5754,01/22,5754 FIV DA TERRA BRA,G,REM A1553,15,1,71,85.17,10,,,,60,6.13,1,,,,,,,,,,,,,,,,,,,,,,,,,44,31.12,3,44,3.87,8,,,,,,,,,,,,,64,30.7,4,,,,56,1.51,5,68,87.68,7
Nelore,EAO A8881,07/18,8881 FIV DA EAO,G,REM 6447,"15,24",2,87,78.73,36,,,,73,6.28,0.5,,,,,,,50,-0.94,15,,,,,,,,,,,,,,,,52,31.11,3,52,8.14,0.1,53,10.76,0.1,,,,,,,,,,81,25.4,10,32,10.98,4,71,0.98,15,80,81.85,13
Nelore,EAO B5221,09/20,DEMOLIDOR FIV DA EAO,G,REM A1936,"15,18",2,73,83.42,16,88,1.1,1,90,3.86,8,73,-0.091,11,,,,,,,87,0.23,0.5,,,,,,,73,31.32,0.5,,,,48,31.11,3,48,3.47,10,,,,,,,,,,,,,93,29.85,5,,,,89,1.93,2,67,93.46,3
Nelore,ANP 1081,10/21,CORINGA DA ANP,G,REMP 816,"15,17,18,19,23,27,28",7,74,84.31,13,65,1.24,0.5,67,6.32,0.5,43,-0.121,4,,,,40,-0.74,34,62,0.23,0.5,43,38.74,0.1,,,,43,39.1,0.1,65,43.01,0.5,45,31.11,3,45,1.33,49,,,,,,,,,,,,,70,35.48,2,,,,61,2.24,0.5,67,84.84,9
Nelore,FANO 2523,11/19,DONALD DA AGRONOVA,G,MATI 1788,"15,18,19,28",4,85,81.87,22,74,1.19,1,77,5.28,2,56,-0.099,8,,,,45,-0.8,28,71,0.21,1,56,32.94,0.1,,,,56,33.79,0.1,,,,50,31.1,3,50,5.2,3,,,,,,,,,,,,,85,24.96,11,,,,73,1.11,12,82,98.1,2
Nelore,FVCP 1503,11/20,NEON FIV FVC,G,ACNP 3146,"15,29",2,85,89.33,3,80,0.65,6,81,3.82,8,,,,,,,47,-0.81,27,80,0.29,0.1,,,,,,,,,,,,,53,31.05,3,53,3.17,13,,,,,,,,,,,,,81,32.77,3,,,,74,1.84,2,81,98.92,1
Nelore,EPCF 5147,08/21,5147 FIV DA TERRA BRA,G,REMP 602,15,1,73,85.11,11,,,,62,3.97,7,,,,,,,,,,,,,,,,,,,,,,,,,42,31.04,3,42,7.09,0.1,,,,,,,,,,,,,63,25.97,9,,,,55,2.32,0.1,69,85.95,8
Nelore,OROP 2524,08/19,QUEBARNTE OROITE,G,REMC 8053,15,1,60,91.22,2,,,,64,5.69,1,,,,,,,,,,,,,,,,,,,,,,,,,49,31.02,3,49,2.81,17,,,,,,,,,,,,,73,29.93,5,,,,64,1.65,4,51,93.36,3
Nelore,FANO 2560,12/19,DRUIDO DA AGRONOVA,G,FANO 1509,"15,23",2,87,89.23,3,,,,92,5.71,1,,,,,,,58,-0.83,25,,,,,,,,,,,,,,,,55,30.97,3,55,1.69,38,,,,,,,,,,,,,93,34.71,2,,,,86,1.94,2,84,85.95,8
Nelore,CLRP 3045,07/22,QUAIAPAN DA CLR,G,FANO 2560,15,1,71,85.86,9,,,,63,5.41,2,,,,,,,,,,,,,,,,,,,,,,,,,44,30.93,3,44,3.38,11,,,,,,,,,,,,,66,34.57,2,,,,58,1.62,4,68,82.87,12
Nelore,GFC 1075,11/20,NERO DO MORRO,G,REM A1576,"15,18,19,28,29",5,73,82.89,18,78,1.57,0.1,81,5.14,3,42,-0.134,2,,,,38,-1.29,2,78,0.26,0.5,42,38.73,0.1,,,,42,40.84,0.1,,,,44,30.92,3,44,3.38,11,,,,,,,,,,,,,84,30.63,4,,,,74,1.72,3,67,93.75,3
Nelore,MNS 11259,06/21,11259 ALO BRASIL,G,SINO 1730,15,1,62,85.52,10,,,,67,6.18,0.5,,,,,,,,,,,,,,,,,,,,,,,,,40,30.9,3,45,3.95,7,,,,,,,,,,,,,70,29.56,5,,,,63,1.4,7,40,87.41,7
Nelore,REMP 1297,11/20,REM JORDAO GEN. ADT,G,REM A1811,"15,24",2,74,90.21,2,,,,74,3.91,7,,,,,,,44,-0.94,15,,,,,,,,,,,,,,,,46,30.86,3,46,6.53,0.5,46,8.72,1,,,,,,,,,,83,34.08,2,57,11.5,3,75,1.86,2,67,78.97,18
Nelore,PHOC 871,09/17,NETUNO STM,G,REMC 5326,15,1,83,88.68,4,,,,76,5.42,2,,,,,,,,,,,,,,,,,,,,,,,,,53,30.85,3,53,3,15,,,,,,,,,,,,,78,30.63,4,,,,74,1.64,4,82,92.95,3
Nelore,KAT 4916,11/20,4916 FIV KATISPERA,G,REMC 8332,15,1,61,84.76,12,,,,66,4.21,6,,,,,,,,,,,,,,,,,,,,,,,,,50,30.85,3,50,5.38,2,,,,,,,,,,,,,72,35.62,2,,,,65,2.21,0.5,57,78.02,20
Nelore,EAO B4556,08/20,DOMINATOR FIV EAO,G,LBMN D4685,"15,23",2,74,86.57,7,,,,68,4.31,5,,,,,,,45,-1.58,0.1,,,,,,,,,,,,,,,,50,30.8,3,50,6.75,0.5,,,,,,,,,,,,,74,25.21,10,,,,63,1.94,2,71,87.82,6
Nelore,EAO B4549,08/20,B4549 FIV DA EAO,G,LBMN D4685,"15,16",2,75,95.08,0.1,,,,69,2.23,21,,,,,,,,,,,,,,,,51,34.23,1,,,,,,,51,30.79,3,51,8.45,0.1,51,12.92,0.1,,,,78,10.33,21,,,,76,22.45,15,,,,65,1.04,14,72,98.11,2
Nelore,ANP 1501,12/21,CAMPARI DA ANP,G,REMP 816,"15,28",2,72,83.18,17,65,1.3,0.5,66,3.81,8,,,,,,,45,-0.85,23,,,,,,,,,,,,,,,,46,30.78,3,46,4.32,5,,,,,,,,,,,,,73,33.88,2,,,,63,1.7,3,70,88.94,6
Nelore,KPA 72,11/20,QUALITY KA,G,KAPO 330,15,1,72,92.47,1,,,,63,4.08,6,,,,,,,,,,,,,,,,,,,,,,,,,49,30.75,3,49,0.41,78,,,,,,,,,,,,,71,32.09,3,,,,63,2.49,0.1,68,98.48,2
Nelore,RDM A236,09/17,CORAL MAT.,G,REMC 5326,"15,27",2,86,86.08,8,87,0.09,36,89,7.7,0.1,,,,,,,67,-1.3,2,,,,,,,,,,,,,,,,67,30.71,3,67,2.96,15,,,,,,,,,,,,,94,29.24,6,,,,87,0.99,15,83,85.04,9
Nelore,GCGC 217,08/19,ASTI TE DA FURN,G,REMC A923,"15,19,27",3,86,81.24,24,73,0.54,8,74,6.68,0.1,40,-0.099,8,,,,45,-1.24,3,69,0.2,2,40,31.86,0.5,,,,,,,,,,48,30.71,3,48,2.96,15,,,,,,,,,,,,,75,30.72,4,,,,69,1.88,2,81,85.58,9
