breed,animal_id,birth_month_year,animal_name,sex,sire,source_pages,source_page_count,3Pac,3Pdep,3Ptop_pct,ACABac,ACABdep,ACABtop_pct,AOLac,AOLdep,AOLtop_pct,CARac,CARdep,CARtop_pct,IMSac,IMSdep,IMStop_pct,IPPac,IPPdep,IPPtop_pct,MARac,MARdep,MARtop_pct,MGTe_COac,MGTe_COdep,MGTe_COtop_pct,MGTe_CRac,MGTe_CRdep,MGTe_CRtop_pct,MGTe_F1ac,MGTe_F1dep,MGTe_F1top_pct,MGTe_REac,MGTe_REdep,MGTe_REtop_pct,MGTeac,MGTedep,MGTetop_pct,MP120ac,MP120dep,MP120top_pct,MP210ac,MP210dep,MP210top_pct,P120ac,P120dep,P120top_pct,P210ac,P210dep,P210top_pct,P365ac,P365dep,P365top_pct,P450ac,P450dep,P450top_pct,PACac,PACdep,PACtop_pct,PE365ac,PE365dep,PE365top_pct,STAYac,STAYdep,STAYtop_pct
Nelore,REM A149,09/15,REM EMBAIXADOR,G,REMC 5326,"22,23",2,90,90.04,3,,,,,,,,,,,,,76,-1.11,6,,,,,,,,,,,,,,,,76,28.16,6,76,2.76,18,,,,,,,,,,,,,97,25.8,10,,,,90,2.74,0.1,83,95.65,2
Nelore,EAO A2958,09/15,UNICO FIV DA EAO,G,LBMN D4685,"22,24",2,86,80.46,28,,,,,,,,,,,,,52,-0.75,32,,,,,,,,,,,,,,,,56,23.17,13,56,5.85,1,56,8.15,2,,,,,,,,,,86,16.27,28,35,12.91,1,,,,82,94.94,3
Nelore,BRMG 2299,08/15,ZAPP BEABISA,G,REMC 5326,22,1,91,87.34,6,,,,,,,,,,,,,86,-1.25,3,,,,,,,,,,,,,,,,87,27.26,7,87,5.05,3,,,,,,,,,,,,,99,21.95,16,,,,,,,90,92.11,4
Nelore,AZAN 1910,07/15,NEMO DA BELA,G,COL 20199,22,1,74,88.63,4,,,,,,,,,,,,,47,-0.94,15,,,,,,,,,,,,,,,,47,23.65,12,47,3.41,11,,,,,,,,,,,,,75,22.66,14,,,,,,,69,92.02,4
Nelore,EAO A3671,11/15,URANIO DA EAO,G,REM 5531,22,1,86,77.23,43,,,,,,,,,,,,,76,-1,11,,,,,,,,,,,,,,,,74,23.71,12,74,3.46,10,,,,,,,,,,,,,94,24.06,12,,,,,,,84,91.32,4
Nelore,LBMN D6829,10/11,EROS DA MN,G,LBMN D1564,22,1,74,86.06,8,,,,,,,,,,,,,44,-1.24,3,,,,,,,,,,,,,,,,49,21.33,16,49,2.96,15,,,,,,,,,,,,,74,17.79,24,,,,,,,73,91.15,4
Nelore,GRI B5012,09/15,B5012 FIV DA S.NICE,G,REMC 3462,22,1,87,78.69,36,,,,,,,,,,,,,57,-0.67,41,,,,,,,,,,,,,,,,59,23.36,12,59,3.17,13,,,,,,,,,,,,,82,21.47,16,,,,,,,84,90.63,4
Nelore,FVC 11452,09/16,EGITO FVC,G,FVC 8596,22,1,86,85.2,10,,,,,,,,,,,,,66,-1.04,9,,,,,,,,,,,,,,,,71,20.75,17,71,2.21,26,,,,,,,,,,,,,93,21.47,16,,,,,,,80,89.87,5
Nelore,REMC 9891,10/15,REM ESCOLA II,G,REM 4677,22,1,86,87.28,6,,,,,,,,,,,,,53,-1.06,8,,,,,,,,,,,,,,,,58,22.98,13,58,3.4,11,,,,,,,,,,,,,84,20.13,19,,,,,,,81,89.82,5
Nelore,REM A883,08/16,REM FANTASTICO,G,REM 6447,22,1,89,89.08,3,,,,,,,,,,,,,60,-0.97,13,,,,,,,,,,,,,,,,64,25.32,9,64,5.58,2,,,,,,,,,,,,,91,18.13,23,,,,,,,82,89.72,5
Nelore,CSCN 14735,08/15,NAVIRAI ROE FIV,G,REMC 5326,22,1,87,78.6,37,,,,,,,,,,,,,61,-1.2,4,,,,,,,,,,,,,,,,64,22.22,14,64,2.25,25,,,,,,,,,,,,,90,18.16,23,,,,,,,84,89.61,5
Nelore,REMC 5326,08/11,REM ARMADOR,G,REMC 3462,22,1,99,87.94,5,,,,,,,,,,,,,96,-1.27,2,,,,,,,,,,,,,,,,95,24.35,11,95,2.39,23,,,,,,,,,,,,,97,20.29,19,,,,,,,97,88.5,6
Nelore,XRGM 3707,07/16,EFICAZ DA XARAES,G,REM 5531,22,1,41,90.79,2,,,,,,,,,,,,,46,-1.38,1,,,,,,,,,,,,,,,,36,24.49,11,47,3.59,10,,,,,,,,,,,,,71,23.61,13,,,,,,,36,88.26,6
Nelore,GREN A2618,08/16,MASTER DA GREN.,G,LBMN D4685,22,1,87,84.56,12,,,,,,,,,,,,,60,-1.15,5,,,,,,,,,,,,,,,,63,19.64,19,63,2.21,26,,,,,,,,,,,,,91,16.97,26,,,,,,,84,88.22,6
Nelore,KAPM 3857,09/13,JAYAD KA,G,AAAP 1653,22,1,87,85.88,9,,,,,,,,,,,,,54,-0.89,19,,,,,,,,,,,,,,,,62,31.3,3,62,6.43,0.5,,,,,,,,,,,,,86,27.6,7,,,,,,,86,88.08,6
Nelore,REMC 9375,09/15,REM EL GUAPO,G,REMC 5326,22,1,92,86.36,8,,,,,,,,,,,,,84,-1.3,2,,,,,,,,,,,,,,,,86,23.06,13,86,2.76,18,,,,,,,,,,,,,96,19.32,21,,,,,,,86,87.95,6
Nelore,AIA A8692,09/09,TIGRE DA JANDAIA,G,CEN 3120,22,1,86,86.38,8,,,,,,,,,,,,,62,-1.13,5,,,,,,,,,,,,,,,,64,27.61,6,64,3.92,7,,,,,,,,,,,,,92,27.05,8,,,,,,,87,87.23,7
Nelore,REMC A331,08/16,REM FORRO,G,REM 8933,22,1,87,84.78,12,,,,,,,,,,,,,62,-1.35,1,,,,,,,,,,,,,,,,66,24.94,10,66,3.27,12,,,,,,,,,,,,,91,22.52,15,,,,,,,84,87.17,7
Nelore,AZAN 1224,08/10,HOBBY FIV DA BELA,G,AZAN 5,22,1,85,85.43,10,,,,,,,,,,,,,44,-1.17,4,,,,,,,,,,,,,,,,52,23.55,12,52,3.64,9,,,,,,,,,,,,,78,21.51,16,,,,,,,81,87.06,7
Nelore,JHVM 12659,10/14,JHVM 12659 FIV(FENOME,G,LBMN D4685,22,1,88,82.18,20,,,,,,,,,,,,,75,-0.8,28,,,,,,,,,,,,,,,,77,22.36,14,77,4.95,3,,,,,,,,,,,,,92,19.58,20,,,,,,,86,86.95,7
Nelore,GRI B5281,11/15,B5281 FIV DA S.NICE,G,REM 6447,22,1,85,81.24,24,,,,,,,,,,,,,58,-1.05,9,,,,,,,,,,,,,,,,61,23.03,13,61,2.32,24,,,,,,,,,,,,,85,20.35,18,,,,,,,83,86.88,7
Nelore,LBMN D6595,08/11,D6595 DA MN,G,LBMN D1288,22,1,87,88.14,5,,,,,,,,,,,,,76,-0.8,28,,,,,,,,,,,,,,,,80,19.25,20,80,3.2,13,,,,,,,,,,,,,97,12.09,40,,,,,,,89,86.54,8
Nelore,REM 6277,09/10,REM VINICULTOR,,REM 4237,22,1,70,87.98,5,,,,,,,,,,,,,58,-1.09,7,,,,,,,,,,,,,,,,64,18.96,21,64,1.83,34,,,,,,,,,,,,,73,12.67,38,,,,,,,68,86.52,8
Nelore,COL 23568,12/14,OPERARIO COL,G,REM 5531,"22,24",2,88,74.14,57,,,,,,,,,,,,,77,-0.93,16,,,,,,,,,,,,,,,,77,26.06,8,77,6.54,0.5,78,8.8,1,,,,,,,,,,97,23.27,13,42,12.79,1,,,,82,86.48,8
Nelore,BONS 2612,08/13,MARANHAO BONS,G,REM 4668,22,1,85,69.63,71,,,,,,,,,,,,,61,-0.85,23,,,,,,,,,,,,,,,,66,23.09,13,66,1.91,32,,,,,,,,,,,,,89,26.11,9,,,,,,,85,86.39,8
Nelore,RDM 5624,10/11,RASTAN MAT.,G,REMC 3462,22,1,91,82.28,20,,,,,,,,,,,,,83,-1.07,8,,,,,,,,,,,,,,,,85,19.58,19,85,1.84,34,,,,,,,,,,,,,99,20.16,19,,,,,,,89,86.28,8
Nelore,COL A9127,11/09,IMPONENTE FIV COL,G,MANA B8734,22,1,85,79.3,33,,,,,,,,,,,,,52,-0.72,36,,,,,,,,,,,,,,,,62,16.74,26,62,2.49,21,,,,,,,,,,,,,89,13.69,35,,,,,,,84,86.25,8
Nelore,FBFM 6505,09/15,MAP DO BATUQUE,G,REMC 5326,22,1,90,80.55,27,,,,,,,,,,,,,76,-1.09,7,,,,,,,,,,,,,,,,79,20.69,17,79,2.74,18,,,,,,,,,,,,,96,14.28,33,,,,,,,82,86.01,8
Nelore,FVC 8596,10/12,FARAO FIV FVC,G,REM 5531,22,1,92,87.9,5,,,,,,,,,,,,,84,-0.8,28,,,,,,,,,,,,,,,,86,21.36,16,86,2.38,23,,,,,,,,,,,,,99,20.31,19,,,,,,,91,85.97,8
Nelore,GRI B2887,07/13,B2887 DA S.NICE,G,AAAP 1653,22,1,87,85.37,10,,,,,,,,,,,,,75,-0.96,14,,,,,,,,,,,,,,,,75,20.13,18,75,1.96,31,,,,,,,,,,,,,97,18.91,21,,,,,,,82,85.91,8
Nelore,ACF 3522,11/14,ADAMO FIV KUBERA,G,LBMN D4685,"22,30",2,87,81.54,23,75,0.42,11,78,2.11,22,39,-0.307,0.1,44,-0.347,0.5,57,-0.8,28,,,,,,,,,,,,,,,,59,20.68,17,59,2.23,26,,,,,,,,,,,,,90,20.69,18,,,,,,,84,85.85,8
Nelore,JHVM 18362,08/19,FAROEST FIV CAMPARINO,G,REM A563,23,1,85,91.22,2,,,,,,,,,,,,,38,-1.5,0.5,,,,,,,,,,,,,,,,43,27.65,6,43,2.91,16,,,,,,,,,,,,,70,27.37,8,,,,60,2.43,0.1,,,
Nelore,REMC A3750,09/20,REM JATOBA GEN. ADT,G,REM A1576,23,1,85,84.3,13,,,,,,,,,,,,,41,-1.22,3,,,,,,,,,,,,,,,,44,27.89,6,44,2,30,,,,,,,,,,,,,83,30.29,5,,,,70,2.32,0.1,,,
Nelore,RDM A2162,07/19,ESCOBAR MAT.,G,BONS 3108,23,1,86,78.28,38,,,,,,,,,,,,,51,-0.53,58,,,,,,,,,,,,,,,,55,23.37,12,55,2.42,23,,,,,,,,,,,,,80,23.57,13,,,,73,2.3,0.5,,,
Nelore,REMP 1083,10/19,REM IMPERIO GEN. ADT,G,JHVM 14716,23,1,84,73.96,57,,,,,,,,,,,,,49,-0.78,30,,,,,,,,,,,,,,,,50,28.37,6,50,1.41,45,,,,,,,,,,,,,84,30.24,5,,,,72,2.3,0.5,,,
Nelore,EAO B1348,08/19,CAMAROTE FIV DA EAO,G,BONS 3108,23,1,73,85.45,10,,,,,,,,,,,,,50,-1.1,7,,,,,,,,,,,,,,,,52,28.05,6,52,4.91,3,,,,,,,,,,,,,84,25.06,11,,,,71,2.3,0.5,,,
Nelore,REM A1936,10/17,REM GARANTIDO,G,REM A7,23,1,90,89.49,3,,,,,,,,,,,,,86,-1.08,7,,,,,,,,,,,,,,,,83,27.52,6,85,0.02,87,,,,,,,,,,,,,98,28.73,6,,,,96,2.29,0.5,,,
Nelore,SGN 1834,08/21,FALUCK DO CRISPIM,G,REMP 816,"23,28",2,73,78.13,39,61,1.34,0.5,64,3.49,10,,,,,,,43,-0.78,30,,,,,,,,,,,,,,,,44,28.8,5,44,2.24,26,,,,,,,,,,,,,86,34.8,2,,,,82,2.28,0.5,,,
Nelore,CVCV 26799,09/20,GENOVES DE CV,G,CVCV 21545,23,1,74,84.7,12,,,,,,,,,,,,,35,-1.24,3,,,,,,,,,,,,,,,,38,29.03,5,38,4.98,3,,,,,,,,,,,,,83,25.13,10,,,,73,2.15,0.5,,,
Nelore,GRI C1361,10/20,EFETIVO DA S.NICE,G,REM A1936,23,1,76,84.2,13,,,,,,,,,,,,,47,-0.92,17,,,,,,,,,,,,,,,,49,22.22,14,49,1.73,37,,,,,,,,,,,,,75,19.9,19,,,,68,2.15,0.5,,,
Nelore,KAT 4137,10/19,LEND̥RIO FIV KATISPE,G,BONS 3108,23,1,86,81.94,21,,,,,,,,,,,,,56,-0.91,18,,,,,,,,,,,,,,,,54,27.68,6,54,3.93,7,,,,,,,,,,,,,95,26.89,8,,,,86,2.1,1,,,
Nelore,RDM A7389,07/22,HANDI MAT.,G,REMP 816,23,1,46,86.08,8,,,,,,,,,,,,,46,-0.96,14,,,,,,,,,,,,,,,,37,30.12,4,48,6.19,1,,,,,,,,,,,,,69,33.15,3,,,,62,2.1,1,,,
Nelore,MNS 10242,09/19,TEXAS DA ALO BRASIL,G,REMC A923,"23,27",2,85,80.29,29,80,0.1,34,81,6.5,0.5,,,,,,,48,-0.96,14,,,,,,,,,,,,,,,,50,30.31,4,50,1.95,31,,,,,,,,,,,,,82,32.65,3,,,,73,2.05,1,,,
Nelore,REM 10899,09/19,REM IMPACTO GEN. ADT,G,REM A563,"23,24",2,87,79,35,,,,,,,,,,,,,56,-1,11,,,,,,,,,,,,,,,,54,28.74,5,54,7.05,0.1,53,9.8,0.1,,,,,,,,,,92,24.31,12,54,10.8,5,86,2.04,1,,,
Nelore,GRI B8437,10/18,B8437 FIV DA S.NICE,G,REM A7,"23,29",2,84,85.52,10,86,0.66,5,87,4.15,6,,,,,,,51,-1.13,5,82,0.3,0.1,,,,,,,,,,,,,52,30.04,4,52,2.98,15,,,,,,,,,,,,,88,29.31,6,,,,86,2.02,1,,,
Nelore,BONS 4183,12/20,ATACAMA BONS,G,BONS 3108,23,1,72,75.83,50,,,,,,,,,,,,,40,-0.29,85,,,,,,,,,,,,,,,,42,26.04,8,42,2.39,23,,,,,,,,,,,,,83,32.27,3,,,,77,2,1,,,
Nelore,CSCN 17431,07/18,UTAM DE NAVIRAI,G,BRMG 2299,"24,28",2,85,89.51,3,91,1.64,0.1,92,2.14,22,,,,,,,69,-1.13,5,,,,,,,,,,,,,,,,64,27.51,6,64,8.05,0.1,63,10.65,0.1,,,,,,,,,,95,14.22,33,30,8.83,11,,,,,,
Nelore,ELGE 2932,08/13,BARU DA ELGE,G,LBMN D1484,24,1,,,,,,,,,,,,,,,,50,-0.86,22,,,,,,,,,,,,,,,,52,24.51,11,52,7.87,0.1,51,10.06,0.1,,,,,,,,,,84,23.4,13,33,8.33,14,,,,,,
Nelore,GREN B9728,07/20,QUENTAO DA GREN.,G,FANO 1509,24,1,,,,,,,,,,,,,,,,44,-0.46,68,,,,,,,,,,,,,,,,46,28,6,46,7.52,0.1,47,10.59,0.1,,,,,,,,,,86,28.11,7,59,12.28,2,,,,,,
Nelore,RDM A2249,07/19,ESCULAPIO MAT.,G,BONS 3108,24,1,,,,,,,,,,,,,,,,47,-0.56,55,,,,,,,,,,,,,,,,50,28.39,6,50,7.08,0.1,49,9.53,0.5,,,,,,,,,,85,22.14,15,54,13.4,1,,,,,,
Nelore,GRI B7906,08/18,B7906 FIV DA S.NICE,G,LBMN D1484,"24,29",2,85,82.4,19,76,0.44,11,78,1.75,27,,,,,,,45,-0.77,31,77,0.28,0.1,,,,,,,,,,,,,48,24.82,10,48,6.89,0.1,49,10.19,0.1,,,,,,,,,,88,17.23,25,30,10.99,4,,,,,,
Nelore,EAO B1828,08/19,TREM BALA FIV DA EAO,G,LBMN D4685,24,1,,,,,,,,,,,,,,,,53,-1.02,10,,,,,,,,,,,,,,,,48,27.47,7,48,6.61,0.5,47,8.47,1,,,,,,,,,,95,26.55,9,60,10.7,5,,,,,,
Nelore,JAAC 510,03/11,JAAC 510,,LBMN D283,24,1,,,,,,,,,,,,,,,,27,-1.16,5,,,,,,,,,,,,,,,,13,24,11,36,6.55,0.5,35,9.33,0.5,,,,,,,,,,27,20.79,18,18,8.91,11,,,,,,
Nelore,FVC 12483,08/17,FURACAO FVC,G,REMC 8332,"24,29",2,85,89.39,3,82,0.43,11,85,1.83,26,,,,,,,58,-1.25,3,76,0.28,0.1,,,,,,,,,,,,,58,27.32,7,58,6.47,0.5,57,8.62,1,,,,,,,,,,89,24.33,12,30,8.63,12,,,,,,
Nelore,REMC A3512,08/20,REM JUPITER GEN. ADT,G,REM A1811,"24,29",2,86,93.57,0.5,75,0.93,2,77,3.82,8,,,,,,,44,-1.34,2,75,0.26,0.5,,,,,,,,,,,,,48,30.32,4,48,6.39,0.5,47,8.88,1,,,,,,,,,,82,25.76,10,48,13.67,0.5,,,,,,
Nelore,ORON 1122,09/19,ALMIRANTE VALE OURO,G,LBMN D1288,24,1,,,,,,,,,,,,,,,,43,-0.95,15,,,,,,,,,,,,,,,,46,28.23,6,46,6.38,0.5,44,9.74,0.1,,,,,,,,,,77,21.79,16,48,12.98,1,,,,,,
Nelore,GRI C2747,09/21,MAGO DA S.NICE,G,GRI B7360,24,1,,,,,,,,,,,,,,,,35,-0.83,25,,,,,,,,,,,,,,,,39,27.49,6,39,6.36,0.5,37,8.81,1,,,,,,,,,,77,18.59,22,49,12.04,2,,,,,,
Nelore,CSCQ 142,10/18,UNIVERSO FIV DE NAVIR,G,BRMG 2299,24,1,,,,,,,,,,,,,,,,57,-0.86,22,,,,,,,,,,,,,,,,58,26.82,7,58,6.32,0.5,57,8.39,1,,,,,,,,,,89,19.82,20,34,7.62,18,,,,,,
Nelore,LBMN D8484,08/13,RAI DA MN,G,LBMN D1484,24,1,,,,,,,,,,,,,,,,70,-0.65,43,,,,,,,,,,,,,,,,73,20.09,18,73,6.2,1,72,7.51,2,,,,,,,,,,94,11.56,42,51,8.52,13,,,,,,
Nelore,GRI B9014,12/18,CALENDARIO FIV DA S.N,G,REMC 9375,24,1,,,,,,,,,,,,,,,,47,-1.09,7,,,,,,,,,,,,,,,,50,25.85,9,50,6.14,1,49,8.33,1,,,,,,,,,,71,18.95,21,31,7.38,19,,,,,,
Nelore,EAO B2752,10/19,CONTRATO DA EAO,G,MNS 3981,24,1,,,,,,,,,,,,,,,,50,-0.85,23,,,,,,,,,,,,,,,,43,26.12,8,43,6.12,1,42,7.99,2,,,,,,,,,,93,25.39,10,54,9.97,7,,,,,,
Nelore,JCGG 15568,11/19,CAPITAO DA AGUA FRIA,G,REM 5531,24,1,,,,,,,,,,,,,,,,65,-1,11,,,,,,,,,,,,,,,,60,25.22,9,60,5.97,1,59,9.63,0.5,,,,,,,,,,96,21.12,17,33,12.09,2,,,,,,
Nelore,CSCR 1167,11/17,TANU FIV DE NAVIRAI,G,CSCN 14076,24,1,,,,,,,,,,,,,,,,56,-1.23,3,,,,,,,,,,,,,,,,58,26.18,8,58,5.93,1,58,8.13,2,,,,,,,,,,89,26.43,9,60,8.31,14,,,,,,
Nelore,CSCF 4554,12/17,URCO FIV DE NAV.,G,REMC 5326,"24,29",2,88,83.33,16,95,0.24,19,94,2.47,19,,,,,,,81,-1.16,5,89,0.35,0.1,,,,,,,,,,,,,76,26.08,8,76,5.9,1,74,8.92,0.5,,,,,,,,,,98,23.28,13,34,10.3,6,,,,,,
Nelore,EAO B1088,06/19,COMBATE FIV DA EAO,G,REM 8933,"24,29",2,86,81.92,21,86,0.53,8,87,3.65,9,,,,,,,62,-1.09,7,74,0.3,0.1,,,,,,,,,,,,,51,29,5,51,5.88,1,51,7.72,2,,,,,,,,,,90,30.67,4,32,10.07,7,,,,,,
Nelore,MMVA 2725,09/18,ZERO UM FIV DA JACAMI,G,LBMN D4685,24,1,,,,,,,,,,,,,,,,73,-1.2,4,,,,,,,,,,,,,,,,65,27.95,6,65,5.84,1,66,9.02,0.5,,,,,,,,,,97,23.5,13,31,11.62,3,,,,,,
Nelore,KAPM 7918,11/17,NORDICO KA,G,AAAP 1653,24,1,,,,,,,,,,,,,,,,53,-0.9,19,,,,,,,,,,,,,,,,54,29.24,5,54,5.84,1,53,8.04,2,,,,,,,,,,82,33.88,2,34,12.91,1,,,,,,
Nelore,REMP 1197,08/20,REM JACARANDA GEN. AD,G,REM A7,24,1,,,,,,,,,,,,,,,,41,-1.42,1,,,,,,,,,,,,,,,,43,26.79,7,43,5.79,2,43,7.95,2,,,,,,,,,,89,25.48,10,49,10.93,4,,,,,,
Nelore,RGM 8447,08/22,PARA TUDO RG,G,GRI C630,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,39.46,0.1,46,5.4,2,,,,61,15.59,0.1,62,28.68,0.1,,,,66,49.96,0.1,,,,60,2.26,0.5,,,
Nelore,MCPJ 8259,08/22,FAROESTE FIV JMP,G,IPB 6732,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,44.02,0.1,47,10.1,0.1,,,,63,17.8,0.1,66,28.12,0.1,,,,68,48.86,0.1,,,,62,1.6,4,,,
Nelore,COLM 6700,10/22,XARP COL,G,FANO 2762,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,37.57,0.1,42,3.94,7,,,,59,16.32,0.1,61,27.91,0.1,,,,66,39.7,0.5,,,,60,1.51,5,,,
Nelore,MCPJ 8196,07/22,8196P FIV JMP,G,IPB 6732,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,36.46,0.1,45,4.17,6,,,,59,16.97,0.1,64,26.79,0.1,,,,69,40.4,0.5,,,,59,1.88,2,,,
Nelore,FANO 3050,09/20,ESPLENDOROSO DA AGRON,G,REM A7,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,36.59,0.1,50,3.31,12,,,,64,13.71,0.5,67,25.24,0.1,,,,70,38.81,0.5,,,,63,2.14,1,,,
Nelore,RDM A7667,08/22,HINDU MAT.,G,FANO 2762,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,36.85,0.1,48,2.35,24,,,,62,14.19,0.1,66,25.13,0.1,,,,69,47.83,0.1,,,,63,1.21,10,,,
Nelore,ANP 2029,09/22,DRAKO DA ANP,G,RDM A3064,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,37.77,0.1,46,3.61,9,,,,62,13.17,0.5,66,23.97,0.1,,,,70,41.42,0.1,,,,61,1.59,4,,,
Nelore,XRGM 5051,10/22,LEGEND FIV DA XARAES,G,XRGM 4111,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,42.05,0.1,42,4.83,3,,,,60,12.5,1,61,23.4,0.5,,,,64,40.62,0.5,,,,58,3.14,0.1,,,
Nelore,REM 10447,11/18,REM HERCULES,G,REM 8933,"25,26",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,29.74,4,59,1.75,36,,,,84,13.73,0.5,87,23.36,0.5,,,,86,38.57,0.5,,,,77,1.37,7,,,
Nelore,FGP A3465,08/22,ILUMINADO FIV GUADALU,G,FANO 2762,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,32.88,2,46,4.91,3,,,,64,12.99,0.5,64,23.19,0.5,,,,67,37.1,1,,,,61,1.2,10,,,
Nelore,FANO 4803,01/23,GIBRALTAR DA AGRONOVA,G,REMP 816,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,38.28,0.1,47,4.9,3,,,,60,11.98,2,64,22.85,0.5,,,,67,45.73,0.1,,,,61,2.08,1,,,
Nelore,KPAO 185,09/20,QUEBEC FIV KA,G,KAPO 1500,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,27.73,6,42,3.01,15,,,,70,12.61,1,72,22.74,0.5,,,,74,33.66,3,,,,65,1.73,3,,,
Nelore,RDM A7590,08/22,HALLOWEEN MAT.,G,RDM A3064,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,36.61,0.1,46,4.95,3,,,,62,12.59,1,64,22.71,0.5,,,,67,40.79,0.1,,,,59,2.21,0.5,,,
Nelore,VIV 5566,08/22,PALANQUE FIV PRONEL,G,RDM A3151,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,37.28,0.1,46,4.88,3,,,,61,11.12,3,64,22.53,0.5,,,,68,38.83,0.5,,,,60,2.17,0.5,,,
Nelore,RDM A6397,09/21,GATO MAT.,G,REMP 602,"25,27",2,57,76.72,46,62,0.5,9,63,6.67,0.5,,,,,,,43,-0.78,30,,,,,,,,,,,,,,,,47,34.63,1,47,6.33,0.5,,,,60,12.51,1,63,22.16,0.5,,,,68,35.79,2,,,,60,2.36,0.1,,,
Nelore,AZAN 2509,07/19,TIRAMISU DA BELA,G,AZAN 1397,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30.35,4,40,1.89,33,,,,65,12.14,1,67,21.2,1,,,,70,40.26,0.5,,,,61,1.64,4,,,
Nelore,MMVA 2510,12/17,GALACTICO DA JACAMIM,G,RDM 4153,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,27.67,6,53,2.62,19,,,,72,11.51,2,76,20.02,2,,,,78,37.52,1,,,,72,0.9,18,,,
Nelore,SINO 1730,01/19,EL ZORRERO SINO,G,REM A7,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,30.08,4,82,2.28,25,,,,97,12.05,2,98,21.1,1,,,,99,37.18,1,,,,95,1.57,5,,,
Nelore,ACNP 3587,09/18,CARVEN J MACHADO,G,REM 9449,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,29.38,5,49,0.25,82,,,,72,12.77,1,75,20.93,1,,,,81,36.18,2,,,,73,1.31,8,,,
Nelore,REMC A2337,10/18,REM HULK GEN ADT,G,REM 9449,27,1,84,79.8,31,77,0.62,6,81,7.83,0.1,,,,,,,52,-1.09,7,,,,,,,,,,,,,,,,54,28.23,6,,,,,,,,,,,,,,,,85,31.14,4,,,,,,,,,
Nelore,CSCQ 106,10/18,UJALA FIV DE NAVIRAI,G,CSCN 14945,27,1,86,78.62,37,78,1.06,2,79,7.22,0.1,,,,,,,50,-0.68,40,,,,,,,,,,,,,,,,52,28.73,5,,,,,,,,,,,,,,,,89,29.57,5,,,,,,,,,
Nelore,REMC 9185,08/15,REM EL ESPANHOL,G,REMC 5326,27,1,86,90.09,3,84,0.21,21,86,6.96,0.1,,,,,,,63,-1.38,1,,,,,,,,,,,,,,,,66,25.05,10,,,,,,,,,,,,,,,,93,22.17,15,,,,,,,,,
Nelore,GRI C2521,09/21,MOSAICO DA S.NICE,G,LBMN D4685,"27,29",2,36,84.53,12,62,0.74,4,63,6.81,0.1,,,,,,,41,-1.01,11,58,0.31,0.1,,,,,,,,,,,,,33,30.38,4,,,,,,,,,,,,,,,,65,28.25,7,,,,,,,,,
Nelore,FLOC 264,11/19,EVOQUE FIV FLOC,G,REMC A657,"27,29",2,74,84.55,12,68,0.13,29,68,6.78,0.1,,,,,,,46,-1.32,2,64,0.32,0.1,,,,,,,,,,,,,52,27.42,7,,,,,,,,,,,,,,,,74,29.58,5,,,,,,,,,
Nelore,GRI B7329,11/17,COMBOIO FIV DA S.NICE,G,REMC 5326,27,1,86,80.35,28,94,0.45,10,94,6.77,0.1,,,,,,,79,-1.14,5,,,,,,,,,,,,,,,,76,29.67,4,,,,,,,,,,,,,,,,99,28.9,6,,,,,,,,,
Nelore,API 3809,09/16,ARMADOR DO API,G,REMC 5326,27,1,83,71.92,65,71,0.16,24,73,6.48,0.5,,,,,,,51,-0.95,15,,,,,,,,,,,,,,,,55,25.69,9,,,,,,,,,,,,,,,,80,30.11,5,,,,,,,,,
Nelore,GRI B9334,08/19,CAMAROTE DA S.NICE,G,GRI B2887,27,1,87,88.95,4,84,0.54,8,86,6.23,0.5,,,,,,,51,-1.63,0.1,,,,,,,,,,,,,,,,50,28.1,6,,,,,,,,,,,,,,,,89,28.07,7,,,,,,,,,
Nelore,EPCF 3615,08/19,QATAR FIV DA TERRA BR,G,EPCF 992,27,1,85,87.25,6,78,0.16,24,78,6.22,0.5,,,,,,,36,-1.46,0.5,,,,,,,,,,,,,,,,43,28.17,6,,,,,,,,,,,,,,,,75,28.31,7,,,,,,,,,
